Rank,County-equivalent,State,Per capita income,Median household income,Median family income,Population,Number of households,County-equivalent_link
2026,Person,North Carolina,"$21,292","$42,317","$49,521","39,361","15,320","https://en.wikipedia.org/wiki/Person_County,_North_Carolina"
2027,Polk,Florida,"$21,285","$43,113","$50,944","610,295","219,540","https://en.wikipedia.org/wiki/Polk_County,_Florida"
2028,Garvin,Oklahoma,"$21,285","$38,245","$47,330","27,410","10,294","https://en.wikipedia.org/wiki/Garvin_County,_Oklahoma"
2029,Clearfield,Pennsylvania,"$21,273","$41,030","$51,031","81,536","32,192","https://en.wikipedia.org/wiki/Clearfield_County,_Pennsylvania"
2030,Tangipahoa,Louisiana,"$21,273","$40,654","$53,101","122,665","44,418","https://en.wikipedia.org/wiki/Tangipahoa_Parish,_Louisiana"
2031,Hamblen,Tennessee,"$21,261","$39,596","$50,162","62,721","24,315","https://en.wikipedia.org/wiki/Hamblen_County,_Tennessee"
2032,San Juan,New Mexico,"$21,260","$48,196","$57,715","128,476","40,945","https://en.wikipedia.org/wiki/San_Juan_County,_New_Mexico"
2033,Curry,New Mexico,"$21,259","$39,871","$50,963","49,302","18,027","https://en.wikipedia.org/wiki/Curry_County,_New_Mexico"
2034,Pendleton,West Virginia,"$21,253","$34,175","$47,745","7,603","3,274","https://en.wikipedia.org/wiki/Pendleton_County,_West_Virginia"
2035,Milam,Texas,"$21,248","$37,391","$49,860","24,503","9,330","https://en.wikipedia.org/wiki/Milam_County,_Texas"
2036,Chautauqua,Kansas,"$21,245","$39,529","$45,221","3,614","1,565","https://en.wikipedia.org/wiki/Chautauqua_County,_Kansas"
2037,Brown,Texas,"$21,236","$39,776","$48,865","37,942","13,405","https://en.wikipedia.org/wiki/Brown_County,_Texas"
2038,Carroll,Georgia,"$21,227","$46,147","$54,942","111,160","39,494","https://en.wikipedia.org/wiki/Carroll_County,_Georgia"
2039,Fulton,Indiana,"$21,226","$40,168","$47,724","20,698","8,221","https://en.wikipedia.org/wiki/Fulton_County,_Indiana"
2040,Vermilion,Illinois,"$21,225","$41,400","$51,986","81,147","31,575","https://en.wikipedia.org/wiki/Vermilion_County,_Illinois"
2041,Pawnee,Oklahoma,"$21,220","$44,375","$56,131","16,592","6,341","https://en.wikipedia.org/wiki/Pawnee_County,_Oklahoma"
2042,New Madrid,Missouri,"$21,215","$35,793","$45,048","18,695","7,423","https://en.wikipedia.org/wiki/New_Madrid_County,_Missouri"
2043,Allegany,Maryland,"$21,211","$39,293","$54,022","74,394","28,433","https://en.wikipedia.org/wiki/Allegany_County,_Maryland"
2044,Dyer,Tennessee,"$21,208","$38,953","$47,037","38,239","15,100","https://en.wikipedia.org/wiki/Dyer_County,_Tennessee"
2045,Whitman,Washington,"$21,208","$36,257","$63,713","45,512","16,624","https://en.wikipedia.org/wiki/Whitman_County,_Washington"
2046,Brown,Ohio,"$21,206","$44,341","$51,674","44,604","16,380","https://en.wikipedia.org/wiki/Brown_County,_Ohio"
2047,Wabash,Indiana,"$21,201","$45,286","$52,204","32,650","12,703","https://en.wikipedia.org/wiki/Wabash_County,_Indiana"
2048,Terry,Texas,"$21,201","$37,679","$45,765","12,644","4,067","https://en.wikipedia.org/wiki/Terry_County,_Texas"
2049,Modoc,California,"$21,200","$36,212","$46,268","9,468","3,983","https://en.wikipedia.org/wiki/Modoc_County,_California"
2050,Vigo,Indiana,"$21,192","$40,692","$52,203","108,084","39,597","https://en.wikipedia.org/wiki/Vigo_County,_Indiana"
2051,Gates,North Carolina,"$21,187","$46,592","$53,577","11,982","4,459","https://en.wikipedia.org/wiki/Gates_County,_North_Carolina"
2052,Jefferson,Florida,"$21,184","$44,170","$51,029","14,469","5,347","https://en.wikipedia.org/wiki/Jefferson_County,_Florida"
2053,Pickens,South Carolina,"$21,182","$41,788","$54,279","119,483","43,971","https://en.wikipedia.org/wiki/Pickens_County,_South_Carolina"
2054,Hill,Texas,"$21,182","$40,769","$52,184","35,051","13,395","https://en.wikipedia.org/wiki/Hill_County,_Texas"
2055,Iberville,Louisiana,"$21,177","$45,368","$54,191","33,360","11,192","https://en.wikipedia.org/wiki/Iberville_Parish,_Louisiana"
2056,Lewis,West Virginia,"$21,175","$36,199","$44,653","16,411","6,451","https://en.wikipedia.org/wiki/Lewis_County,_West_Virginia"
2057,Phelps,Missouri,"$21,173","$41,964","$54,015","44,969","16,699","https://en.wikipedia.org/wiki/Phelps_County,_Missouri"
2058,Gallia,Ohio,"$21,168","$39,226","$48,918","30,859","11,576","https://en.wikipedia.org/wiki/Gallia_County,_Ohio"
2059,Neosho,Kansas,"$21,163","$42,071","$49,915","16,477","6,508","https://en.wikipedia.org/wiki/Neosho_County,_Kansas"
2060,Smith,Tennessee,"$21,153","$42,383","$52,301","19,134","7,263","https://en.wikipedia.org/wiki/Smith_County,_Tennessee"
2061,Cumberland,Tennessee,"$21,141","$37,188","$43,611","56,589","23,764","https://en.wikipedia.org/wiki/Cumberland_County,_Tennessee"
2062,Dawes,Nebraska,"$21,137","$40,359","$62,952","9,172","3,709","https://en.wikipedia.org/wiki/Dawes_County,_Nebraska"
2063,Jefferson Davis,Louisiana,"$21,132","$41,622","$51,772","31,498","11,634","https://en.wikipedia.org/wiki/Jefferson_Davis_Parish,_Louisiana"
2064,Lucas,Iowa,"$21,126","$43,288","$55,547","8,840","3,734","https://en.wikipedia.org/wiki/Lucas_County,_Iowa"
2065,Tucker,West Virginia,"$21,126","$37,635","$49,677","7,061","3,050","https://en.wikipedia.org/wiki/Tucker_County,_West_Virginia"
2066,Shelby,Texas,"$21,126","$37,081","$44,129","25,677","9,781","https://en.wikipedia.org/wiki/Shelby_County,_Texas"
2067,Eastland,Texas,"$21,125","$34,914","$44,271","18,465","6,872","https://en.wikipedia.org/wiki/Eastland_County,_Texas"
2068,Jasper,Missouri,"$21,124","$40,399","$49,154","116,803","44,849","https://en.wikipedia.org/wiki/Jasper_County,_Missouri"
2069,Ashland,Wisconsin,"$21,115","$38,550","$47,587","16,068","6,775","https://en.wikipedia.org/wiki/Ashland_County,_Wisconsin"
2070,Wayne,Indiana,"$21,114","$38,350","$48,417","68,557","28,185","https://en.wikipedia.org/wiki/Wayne_County,_Indiana"
2071,Elkhart,Indiana,"$21,109","$45,693","$53,154","198,662","70,130","https://en.wikipedia.org/wiki/Elkhart_County,_Indiana"
2072,Delaware County,Oklahoma,"$21,109","$36,588","$45,708","41,394","16,589","https://en.wikipedia.org/wiki/Delaware_County,_Oklahoma"
2073,Rockingham,North Carolina,"$21,102","$38,567","$47,715","92,974","37,693","https://en.wikipedia.org/wiki/Rockingham_County,_North_Carolina"
2074,Cottle,Texas,"$21,089","$34,639","$39,241","1,546",709,"https://en.wikipedia.org/wiki/Cottle_County,_Texas"
2075,Onslow,North Carolina,"$21,084","$45,450","$49,819","179,935","60,071","https://en.wikipedia.org/wiki/Onslow_County,_North_Carolina"
2076,Grenada,Mississippi,"$21,084","$34,129","$48,301","21,745","7,941","https://en.wikipedia.org/wiki/Grenada_County,_Mississippi"
2077,Greenwood,South Carolina,"$21,053","$36,540","$47,807","69,727","27,004","https://en.wikipedia.org/wiki/Greenwood_County,_South_Carolina"
2078,Knox,Indiana,"$21,047","$42,119","$53,840","38,266","14,738","https://en.wikipedia.org/wiki/Knox_County,_Indiana"
2079,Bates,Missouri,"$21,047","$38,579","$50,469","16,878","6,832","https://en.wikipedia.org/wiki/Bates_County,_Missouri"
2080,Brown,Kansas,"$21,046","$39,968","$52,456","9,969","4,104","https://en.wikipedia.org/wiki/Brown_County,_Kansas"
2081,Comanche,Kansas,"$21,041","$39,375","$55,431","1,905",791,"https://en.wikipedia.org/wiki/Comanche_County,_Kansas"
2082,Hocking,Ohio,"$21,037","$42,089","$52,837","29,268","11,478","https://en.wikipedia.org/wiki/Hocking_County,_Ohio"
2083,Harrison,Ohio,"$21,029","$39,002","$48,739","15,766","6,395","https://en.wikipedia.org/wiki/Harrison_County,_Ohio"
2084,Morgan,Ohio,"$21,027","$37,865","$44,902","15,008","6,204","https://en.wikipedia.org/wiki/Morgan_County,_Ohio"
2085,Bartow,Georgia,"$21,022","$47,197","$56,223","100,382","34,567","https://en.wikipedia.org/wiki/Bartow_County,_Georgia"
2086,Live Oak,Texas,"$21,016","$42,829","$49,681","11,603","3,882","https://en.wikipedia.org/wiki/Live_Oak_County,_Texas"
2087,Linn,Missouri,"$21,015","$38,250","$47,327","12,592","4,854","https://en.wikipedia.org/wiki/Linn_County,_Missouri"
2088,Jackson,North Carolina,"$21,014","$36,951","$48,568","40,362","15,609","https://en.wikipedia.org/wiki/Jackson_County,_North_Carolina"
2089,Livingston,Missouri,"$21,011","$40,116","$54,663","15,051","5,660","https://en.wikipedia.org/wiki/Livingston_County,_Missouri"
2090,Rusk,Wisconsin,"$21,004","$38,658","$47,825","14,571","6,430","https://en.wikipedia.org/wiki/Rusk_County,_Wisconsin"
2091,Lancaster,South Carolina,"$21,003","$42,217","$51,067","77,946","28,956","https://en.wikipedia.org/wiki/Lancaster_County,_South_Carolina"
2092,Butte,Idaho,"$20,995","$41,131","$50,000","2,786","1,022","https://en.wikipedia.org/wiki/Butte_County,_Idaho"
2093,Montgomery,Missouri,"$20,991","$40,236","$48,314","12,128","5,091","https://en.wikipedia.org/wiki/Montgomery_County,_Missouri"
2094,Angelina,Texas,"$20,982","$41,354","$47,396","87,042","30,668","https://en.wikipedia.org/wiki/Angelina_County,_Texas"
2095,Bibb,Georgia,"$20,982","$37,550","$49,891","155,524","56,585","https://en.wikipedia.org/wiki/Bibb_County,_Georgia"
2096,Allegany,New York,"$20,978","$42,445","$52,112","48,618","18,786","https://en.wikipedia.org/wiki/Allegany_County,_New_York"
2097,Crawford,Kansas,"$20,974","$37,378","$50,936","39,182","15,370","https://en.wikipedia.org/wiki/Crawford_County,_Kansas"
2098,Wilson,North Carolina,"$20,972","$39,204","$47,796","81,365","31,690","https://en.wikipedia.org/wiki/Wilson_County,_North_Carolina"
2099,Lowndes,Mississippi,"$20,951","$37,868","$48,662","59,746","23,178","https://en.wikipedia.org/wiki/Lowndes_County,_Mississippi"
2100,Knox,Missouri,"$20,946","$34,481","$44,073","4,099","1,724","https://en.wikipedia.org/wiki/Knox_County,_Missouri"
2101,Bon Homme,South Dakota,"$20,941","$40,980","$55,508","7,048","2,501","https://en.wikipedia.org/wiki/Bon_Homme_County,_South_Dakota"
2102,Pottawatomie,Oklahoma,"$20,937","$42,764","$51,656","70,144","25,658","https://en.wikipedia.org/wiki/Pottawatomie_County,_Oklahoma"
2103,Perry,Indiana,"$20,934","$47,596","$57,732","19,450","7,411","https://en.wikipedia.org/wiki/Perry_County,_Indiana"
2104,Halifax,Virginia,"$20,929","$34,659","$45,024","35,938","14,770","https://en.wikipedia.org/wiki/Halifax_County,_Virginia"
2105,Bracken,Kentucky,"$20,918","$39,196","$55,526","8,472","3,252","https://en.wikipedia.org/wiki/Bracken_County,_Kentucky"
2106,Rowan,North Carolina,"$20,912","$41,495","$50,537","138,265","52,300","https://en.wikipedia.org/wiki/Rowan_County,_North_Carolina"
2107,Pinal,Arizona,"$20,910","$50,027","$55,282","379,128","123,733","https://en.wikipedia.org/wiki/Pinal_County,_Arizona"
2108,Lumpkin,Georgia,"$20,908","$43,775","$56,826","30,428","10,999","https://en.wikipedia.org/wiki/Lumpkin_County,_Georgia"
2109,Obion,Tennessee,"$20,900","$39,467","$46,784","31,566","12,462","https://en.wikipedia.org/wiki/Obion_County,_Tennessee"
2110,Sequatchie,Tennessee,"$20,899","$36,434","$49,238","14,333","5,616","https://en.wikipedia.org/wiki/Sequatchie_County,_Tennessee"
2111,Meade,Kentucky,"$20,898","$46,756","$50,574","29,028","10,342","https://en.wikipedia.org/wiki/Meade_County,_Kentucky"
2112,Edwards,Illinois,"$20,898","$39,075","$49,290","6,695","2,728","https://en.wikipedia.org/wiki/Edwards_County,_Illinois"
2113,Schoolcraft,Michigan,"$20,892","$35,260","$47,557","8,407","3,590","https://en.wikipedia.org/wiki/Schoolcraft_County,_Michigan"
2114,Essex,Vermont,"$20,887","$35,916","$45,000","6,276","2,774","https://en.wikipedia.org/wiki/Essex_County,_Vermont"
2115,Fayette,Pennsylvania,"$20,884","$39,115","$49,664","136,145","54,363","https://en.wikipedia.org/wiki/Fayette_County,_Pennsylvania"
2116,Union,Indiana,"$20,883","$44,161","$57,330","7,420","2,943","https://en.wikipedia.org/wiki/Union_County,_Indiana"
2117,Crook,Oregon,"$20,883","$38,795","$48,486","20,894","8,880","https://en.wikipedia.org/wiki/Crook_County,_Oregon"
2118,Richmond County,Virginia,"$20,875","$47,083","$68,487","9,140","2,853","https://en.wikipedia.org/wiki/Richmond_County,_Virginia"
2119,Payne,Oklahoma,"$20,868","$36,812","$56,881","77,897","30,010","https://en.wikipedia.org/wiki/Payne_County,_Oklahoma"
2120,Walker,Georgia,"$20,865","$39,963","$50,683","68,481","26,191","https://en.wikipedia.org/wiki/Walker_County,_Georgia"
2121,Harney,Oregon,"$20,865","$38,113","$42,540","7,314","3,113","https://en.wikipedia.org/wiki/Harney_County,_Oregon"
2122,Pulaski,Missouri,"$20,863","$49,820","$56,933","52,795","15,747","https://en.wikipedia.org/wiki/Pulaski_County,_Missouri"
2123,Esmeralda,Nevada,"$20,862","$30,284","$51,500",979,479,"https://en.wikipedia.org/wiki/Esmeralda_County,_Nevada"
2124,Martin,Texas,"$20,859","$42,607","$49,643","4,956","1,555","https://en.wikipedia.org/wiki/Martin_County,_Texas"
2125,Delaware County,Indiana,"$20,854","$37,474","$51,591","117,575","46,325","https://en.wikipedia.org/wiki/Delaware_County,_Indiana"
2126,Taylor,West Virginia,"$20,848","$39,536","$48,618","16,906","6,878","https://en.wikipedia.org/wiki/Taylor_County,_West_Virginia"
2127,Ashe,North Carolina,"$20,838","$35,951","$47,184","27,180","11,839","https://en.wikipedia.org/wiki/Ashe_County,_North_Carolina"
2128,Smyth,Virginia,"$20,837","$37,239","$46,776","31,979","12,650","https://en.wikipedia.org/wiki/Smyth_County,_Virginia"
2129,Umatilla,Oregon,"$20,836","$48,389","$57,434","76,306","26,744","https://en.wikipedia.org/wiki/Umatilla_County,_Oregon"
2130,Mohave,Arizona,"$20,833","$39,200","$47,136","201,680","80,230","https://en.wikipedia.org/wiki/Mohave_County,_Arizona"
2131,Calhoun,Alabama,"$20,828","$39,962","$50,851","117,714","45,196","https://en.wikipedia.org/wiki/Calhoun_County,_Alabama"
2132,Scott,Missouri,"$20,825","$40,651","$48,705","39,216","15,169","https://en.wikipedia.org/wiki/Scott_County,_Missouri"
2133,Washington County,Maine,"$20,807","$37,236","$45,117","32,621","14,209","https://en.wikipedia.org/wiki/Washington_County,_Maine"
2134,Natchitoches,Louisiana,"$20,802","$33,953","$47,936","39,403","14,903","https://en.wikipedia.org/wiki/Natchitoches_Parish,_Louisiana"
2135,Mifflin,Pennsylvania,"$20,794","$40,384","$48,222","46,698","18,711","https://en.wikipedia.org/wiki/Mifflin_County,_Pennsylvania"
2136,Gila,Arizona,"$20,792","$39,954","$48,958","53,335","20,601","https://en.wikipedia.org/wiki/Gila_County,_Arizona"
2137,Liberty,Georgia,"$20,791","$43,832","$48,756","64,899","23,046","https://en.wikipedia.org/wiki/Liberty_County,_Georgia"
2138,Muskingum,Ohio,"$20,775","$40,524","$50,977","85,872","33,976","https://en.wikipedia.org/wiki/Muskingum_County,_Ohio"
2139,Utah County,Utah,"$20,774","$60,196","$65,542","529,262","143,005","https://en.wikipedia.org/wiki/Utah_County,_Utah"
2140,Tuscola,Michigan,"$20,767","$43,039","$51,319","55,172","21,211","https://en.wikipedia.org/wiki/Tuscola_County,_Michigan"
2141,Cullman,Alabama,"$20,760","$38,847","$47,103","80,499","31,342","https://en.wikipedia.org/wiki/Cullman_County,_Alabama"
2142,Clark,Wisconsin,"$20,754","$43,276","$53,025","34,630","13,036","https://en.wikipedia.org/wiki/Clark_County,_Wisconsin"
2143,Edgefield,South Carolina,"$20,753","$43,861","$53,879","26,698","9,108","https://en.wikipedia.org/wiki/Edgefield_County,_South_Carolina"
2144,Graves,Kentucky,"$20,746","$38,394","$50,693","37,329","14,419","https://en.wikipedia.org/wiki/Graves_County,_Kentucky"
2145,Costilla,Colorado,"$20,742","$29,145","$41,551","3,552","1,361","https://en.wikipedia.org/wiki/Costilla_County,_Colorado"
2146,Huntingdon,Pennsylvania,"$20,739","$44,183","$54,961","45,874","17,193","https://en.wikipedia.org/wiki/Huntingdon_County,_Pennsylvania"
2147,Marshall,Tennessee,"$20,739","$42,291","$51,921","30,818","11,578","https://en.wikipedia.org/wiki/Marshall_County,_Tennessee"
2148,Hooker,Nebraska,"$20,737","$39,327","$42,366",703,295,"https://en.wikipedia.org/wiki/Hooker_County,_Nebraska"
2149,Okanogan,Washington,"$20,735","$40,368","$47,539","41,143","15,980","https://en.wikipedia.org/wiki/Okanogan_County,_Washington"
2150,Blount,Alabama,"$20,730","$44,145","$52,996","57,623","21,108","https://en.wikipedia.org/wiki/Blount_County,_Alabama"
2151,Saguache,Colorado,"$20,726","$34,600","$41,154","6,200","2,692","https://en.wikipedia.org/wiki/Saguache_County,_Colorado"
2152,Phillips,Colorado,"$20,720","$43,011","$54,583","4,383","1,668","https://en.wikipedia.org/wiki/Phillips_County,_Colorado"
2153,Union,Arkansas,"$20,718","$37,435","$46,952","41,307","16,596","https://en.wikipedia.org/wiki/Union_County,_Arkansas"
2154,Sanilac,Michigan,"$20,713","$40,478","$50,648","42,637","16,329","https://en.wikipedia.org/wiki/Sanilac_County,_Michigan"
2155,Tyler,West Virginia,"$20,704","$39,206","$47,671","9,120","3,712","https://en.wikipedia.org/wiki/Tyler_County,_West_Virginia"
2156,Chilton,Alabama,"$20,701","$41,250","$52,092","43,744","16,232","https://en.wikipedia.org/wiki/Chilton_County,_Alabama"
2157,Walker,Alabama,"$20,698","$37,566","$46,245","66,622","25,751","https://en.wikipedia.org/wiki/Walker_County,_Alabama"
2158,Briscoe,Texas,"$20,697","$36,250","$50,560","1,615",605,"https://en.wikipedia.org/wiki/Briscoe_County,_Texas"
2159,Morgan,Colorado,"$20,680","$43,774","$50,202","28,308","10,446","https://en.wikipedia.org/wiki/Morgan_County,_Colorado"
2160,Barton,Missouri,"$20,678","$40,580","$49,713","12,378","5,065","https://en.wikipedia.org/wiki/Barton_County,_Missouri"
2161,McCulloch,Texas,"$20,677","$39,194","$50,653","8,302","2,967","https://en.wikipedia.org/wiki/McCulloch_County,_Texas"
2162,Pulaski,Kentucky,"$20,667","$34,092","$44,363","63,369","26,108","https://en.wikipedia.org/wiki/Pulaski_County,_Kentucky"
2163,Morrow,Oregon,"$20,663","$49,940","$52,652","11,218","3,741","https://en.wikipedia.org/wiki/Morrow_County,_Oregon"
2164,Hawkins,Tennessee,"$20,662","$37,357","$46,066","56,759","23,348","https://en.wikipedia.org/wiki/Hawkins_County,_Tennessee"
2165,Lawrence,Mississippi,"$20,655","$38,393","$49,975","12,734","4,830","https://en.wikipedia.org/wiki/Lawrence_County,_Mississippi"
2166,Elmore,Idaho,"$20,646","$42,842","$49,157","26,528","9,555","https://en.wikipedia.org/wiki/Elmore_County,_Idaho"
2167,Prairie,Montana,"$20,644","$38,036","$41,667","1,186",502,"https://en.wikipedia.org/wiki/Prairie_County,_Montana"
2168,Lincoln,Georgia,"$20,641","$35,625","$42,909","7,894","3,394","https://en.wikipedia.org/wiki/Lincoln_County,_Georgia"
2169,Carroll,Arkansas,"$20,637","$36,584","$46,669","27,531","11,019","https://en.wikipedia.org/wiki/Carroll_County,_Arkansas"
2170,Miller,Arkansas,"$20,636","$41,319","$51,790","43,515","16,950","https://en.wikipedia.org/wiki/Miller_County,_Arkansas"
2171,Lincoln,Louisiana,"$20,633","$35,769","$51,206","46,926","16,877","https://en.wikipedia.org/wiki/Lincoln_Parish,_Louisiana"
2172,Marion,Ohio,"$20,624","$42,572","$53,882","66,323","24,578","https://en.wikipedia.org/wiki/Marion_County,_Ohio"
2173,Newaygo,Michigan,"$20,623","$42,571","$50,181","48,280","18,156","https://en.wikipedia.org/wiki/Newaygo_County,_Michigan"
2174,Cleveland,Arkansas,"$20,622","$39,420","$47,576","8,648","3,346","https://en.wikipedia.org/wiki/Cleveland_County,_Arkansas"
